Herculaneum,II,1,,House of Aristides,Casa di Aristide,House,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F25-07_Aristide/F25-07_Aristide.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+di+Aristide&idSezione=186,,Please check out yellow spaces (connected or not? characterized correctly? summer 2016)
Herculaneum,II,2,,House of Argus ,Casa d'Argo ,House,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Argo/F26-03_Argo/F26-03_Argo.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+d%27Argo&idSezione=185,,
Herculaneum,II,3,,House of the Genius,Casa del Genio,House,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F44-02_Genio/F44-02_Genio.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+del+Genio&idSezione=184,,
Herculaneum,II,4,,,,,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F44-02_Genio/F44-02_Genio.html,,,"Note to SS: no graffiti found here, shall we leave off drop-down menu?"
Herculaneum,II,5,,,,,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F44-02_Genio/F44-02_Genio.html,,,
Herculaneum,II,7,6,Thermopolium ,Thermapolium,Tavern,,,,http://www.pompeiisites.org/Sezione.jsp?titolo=Il+thermopolivm+%28II%2C6-7%29+%28VI%2C19%29&idSezione=211,,
Herculaneum,II,8,,,,,,,,,,"Note to SS: no graffiti found here, shall we leave off drop-down menu?"
,,,,,,,,,,,,
Herculaneum,III,19,"1,2,18",House of the Inn,Casa dell'Albergo ,"House,Inn ",,314801622,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Albergo/F42-05_Albergo/F42-05_Albergo.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+dell%27albergo&idSezione=188,,"RB: This was ""House of the Hotel"" on OSM -- which to use?"
Herculaneum,III,3,,House of the Skeleton,Casa dello Scheletro ,House,,314801624,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Scheletro/F26-09_Scheletro/F26-09_Scheletro.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+dello+Scheletro&idSezione=187,,
Herculaneum,III,11,"4,6",House of the Wooden Screen/Partition ,Casa del Tramezzo di Legno ,House,,314801027,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Tramezzo_di_Legno/F40-05/F40-05.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+del+Tramezzo+di+legno&idSezione=183,,Varone shows III.4-6 connected with house; we're following him
Herculaneum,III,5,,Stairs to upper level,Scalae,,,,,,,"Note to SS: no graffiti found here, shall we leave off drop-down menu?"
Herculaneum,III,7,,Shop ,Bottega   ,Shop,,,,,,
Herculaneum,III,8,9,,(leave blank),Workshop,,,,,,Not much known about property; workshop = RB's best guess
Herculaneum,III,10,,Workshop,Bottega,Workshop,,,,http://www.pompeiisites.org/Sezione.jsp?titolo=La+bottega+del+lanarius+%28III%2C10%29&idSezione=218,pompeiisites.org,
Herculaneum,III,12,,,(leave blank),Shop,,,,,Andrews,
Herculaneum,III,14,"13,15",House of Wattlework,Casa a Graticcio,House,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/Graticcio/HTML5_panos/F14-02_Graticcio/F14-02_Graticcio.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+a+Graticcio&idSezione=182,,
Herculaneum,III,16,,House of the Bronze Herm ,Casa dell'Erma di Bronzo,House,,314801619,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Erma_di_Bronzo/F39-07_Erma.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+dell%27Erma+di+bronzo&idSezione=181,,
Herculaneum,III,17,,House of the Brick Altar ,Casa dell'Ara Laterizia ,House,,,,,,
,,,,,,,,,,,,
Herculaneum,IV,2,1,House of the Mosaic Atrium,Casa dell'Atrio a Mosaico,House,,311209135,http://donovanimages.co.nz/proxima-veritati/Herculaneum/Atrio_a_Mosaico/panos-2016/Atrio-a-Mosaico-02-atrium-6k/Atrio-a-Mosaico-02-atrium-6k.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+Casa+dell%27atrio+a+mosaico&idSezione=180,,
Herculaneum,IV,15-16,"12,13",Grand Taberna,Grande Taberna,Tavern,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F43-04_corner/F43-04_corner.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+grande+taberna+%28IV%2C16%29&idSezione=209,,
Herculaneum,IV,21,,House of Stags,Casa dei Cervi,House,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F14-03_Cervi_99/F14-03_Cervi_99.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+dei+Cervi&idSezione=177,,
Herculaneum,IV,4,3,House of the Alcove,Casa dell'Alcova,House,,311209098,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Alcova/F38-06_Alcova/F38-06_Alcova.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+Casa+dell%27Alcova&idSezione=179,,
Herculaneum,IV,6,5,House of the Fullonica,Casa della Fullonica ,House,,,,,,
Herculaneum,IV,7,,Workshop,(leave blank),Workshop ,,,,, Monteix,
Herculaneum,IV,8,9,House of the Painted Papyrus ,Casa del Papiro Dipinto ,House ,,,,,,
Herculaneum,IV,10,connected to 11,Taberna,Taberna,Tavern,,,,,"Monteix calls this a boutique, but L-shaped counter confirms thermopolium/taberna",
Herculaneum,IV,11,connected to 10,Shop ,Bottega,Shop ,,,,http://www.pompeiisites.org/Sezione.jsp?titolo=La+bottega+%28V%2C6%29&idSezione=210,Wallace-Hadrill,"Connected with IV.10, but I think it's okay like this."
Herculaneum,IV,14,,Taberna Vasaria,Taberna Vasaria,Tavern,,,,http://www.pompeiisites.org/Sezione.jsp?titolo=La+taberna+vasaria+%28IV%2C14%29&idSezione=217,pompeiisites.org,
Herculaneum,IV,17,,Taberna of Priapus,Taberna di Priapo,Tavern,,,,http://www.pompeiisites.org/Sezione.jsp?titolo=La+taberna+di+Priapo+%28IV%2C17%29&idSezione=208,pompeiisites.org,
Herculaneum,IV,18,,House with tetrastyle atrium (hospitium?),(leave blank),House? Inn?,,,,,Camodeca 2009,
Herculaneum,IV,19,20,House of the Fabric,Casa della Stoffa ,House,,,,,,
,,,,,,,,,,,,
Herculaneum,V,1,2,Samnite House,Casa Sannitica ,House ,,305742298,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Samnite/F33-05_Samnite/F33-05_Samnite.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+Casa+Sannitica&idSezione=178,,
Herculaneum,V,4,3,House of the Loom ,Casa del Telaio,House,,,,,,
Herculaneum,V,5,,House of the Wooden Furniture ,Casa del Mobilio Carbonizzato ,House,,305742835,http://donovanimages.co.nz/proxima-veritati/Herculaneum/Mobilio_Carbonizzato/HTML5_panos/F10-04_Mob_Carb/F10-04_Mob_Carb.html,,,
Herculaneum,V,6,,Shop,(leave blank),Shop,,,,http://www.pompeiisites.org/Sezione.jsp?titolo=La+bottega+%28V%2C6%29&idSezione=210,Monteix and pompeiisites.org ,
Herculaneum,V,7,,House of Neptune and Amphitrite,Casa di Nettuno e Anfitrite ,House,,305742836,"http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Nettuno_Anfitrite/F33-07_atrium/F33-07_atrium.html

http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Nettuno_Anfitrite/F40-02_shop/F40-02_shop.html

http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Nettuno_Anfitrite/F17-01_99/F17-01_99.html",http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+di+Nettuno+e+Anfitrite&idSezione=189,,
Herculaneum,V,8,,House of the Beautiful Courtyard,Casa del Bel Cortile ,House,,305743130,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Bel_Cortile/F34-02_Bel_Cortile/F34-02_Bel_Cortile.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+del+Bel+Cortile&idSezione=190,,
Herculaneum,V,10,9,Taberna,Taberna ,Tavern,,,,,insula plan ,
Herculaneum,V,11,,House of Apollo the Lyre-player,Casa dell'Apollo Citaredo,House,,,,,,
Herculaneum,V,12,,Shop ,Bottega,Shop ,,,,,Monteix,
Herculaneum,V,13-14,,Shop ,Bottega,Shop ,,,,,Monteix,
Herculaneum,V,15,,House of the Bicentenary,Casa del Bicentenario ,House,,304680695,http://donovanimages.co.nz/proxima-veritati/Herculaneum/Bicentenario/HTML5_panos/F08-03_Bicent/F08-03_Bicent.html,,,
Herculaneum,V,16,,Shop ,Bottega,Shop ,,,,,Monteix,
Herculaneum,V,17-18,,Shop/Apartment ,Bottega,"House, Shop",,,,,Monteix,Bottega di merce non troppo commune (A. Mauri)
Herculaneum,V,19,,Shop ,Bottega,Shop ,,,,,Monteix,
Herculaneum,V,20,,Shop ,Bottega,Shop ,,,,,Monteix as shop but Scherillo indicates as taberna e ab. di Q. Iunius Philetus,
Herculaneum,V,21,,Shop ,Bottega,Shop ,,,,,Monteix,
Herculaneum,V,22,,House,Casa,House ,,,,,"Scherillo, casa del Q. Iunius Philadespotes",
Herculaneum,V,23,,Taberna,Taberna ,Tavern,,,,,"Monteix calls boutique, insula map calls taberna",
Herculaneum,V,24,,House of the Brick Column ,Casa della Colonna Laterizia ,House,,,,,,
Herculaneum,V,25,,,,,,,,,,"Note to SS: no graffiti found here, shall we leave off drop-down menu?"
Herculaneum,V,26,,,,,,,,,,"Note to SS: no graffiti found here, shall we leave off drop-down menu?"
Herculaneum,V,27,,Taberna,Taberna,Tavern,,,,,"Monteix calls boutique, insula map calls taberna",
Herculaneum,V,28,29,Taberna ,Taberna,Tavern,,,,,"Monteix calls boutique w/room, insula map calls taberna w/ladder",
Herculaneum,V,30,,House of the Corinthian Atrium,Casa Dell'Atrio Cornizo,House,,305012768,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F41-05_Atrio-Corinzio/F41-05_Atrio_Corinzio.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+dell%27Atrio+Corinzio&idSezione=194,,
Herculaneum,V,31,,House of the Wooden Shrine ,Casa del Sacello di Legno ,House,,305741665,,,,
Herculaneum,V,32,,Taberna ,Taberna,Tavern,,,,,"Monteix calls boutique, insula map calls taberna",
Herculaneum,V,33,,House with Garden,Casa con Giardino,House,,,,http://www.pompeiisites.org/Sezione.jsp?titolo=La+Casa+con+Giardino&idSezione=196,,
Herculaneum,V,34,,Shop,Bottega,Shop ,,,,,Monteix,
Herculaneum,V,35,,House of the Grand Portal,Casa del Gran Portale ,House,,305741669,"http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Gran_Portale/F27-04_Gran_Portale/F27-04_Gran_Portale.html

http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Gran_Portale/F27-03_Gran_Portale/F27-03_Gran_Portale.html",http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+del+Gran+Portale&idSezione=195,,
,,,,,,,,,,,,
Herculaneum,VI,"1,7-10",,Central Baths,Terme Centrali,Public building,Baths,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Terme/F30-02_Terme/F30-02_Terme.html,"http://www.pompeiisites.org/Sezione.jsp?titolo=Le+terme+maschili+%28VI%2C1%29&idSezione=199

http://www.pompeiisites.org/Sezione.jsp?titolo=Le+terme+femminili+%28VI%2C8%29&idSezione=198",,
Herculaneum,VI,"2,3",,,(leave blank),Unknown,Building,303765630,,,,
Herculaneum,VI,4-6,,,(leave blank),Public building,,,,,Monteix calls 6 a shop,
Herculaneum,VI,13,11,House of the Black Salon,Casa del Salone Nero ,House,House,303765629,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Salone_Nero/F36-07_Salone_Nero/F36-07_Salone_Nero.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+del+Salone+Nero&idSezione=193,,
Herculaneum,VI,12,,Workshop of Plumbarius ,Bottega del Plumbarius,Workshop ,,,,http://www.pompeiisites.org/Sezione.jsp?titolo=Bottega+del+Plumbarivs+%28VI%2C12%29&idSezione=219,pompeiisites.org,
Herculaneum,VI,14,,Shop? Taberna ad cucumas?,Caupona o Bottega ad cucumas,"Shop, Tavern",,,,http://www.pompeiisites.org/Sezione.jsp?titolo=Caupona+o+bottega+ad+cucumas+%28VI%2C14%29&idSezione=214,"Monteix has as boutique, pompeiisites.org as caupona o bottega ad cucumas and Scherillo has as taberna vinaria di Santhus",
Herculaneum,VI,15,,Shop,Bottega ,Shop,,,,http://www.pompeiisites.org/Sezione.jsp?titolo=La+bottega+%28VI%2C15%29&idSezione=213,Monteix,
Herculaneum,VI,16,,Shop,Bottega,Shop,,,,,Monteix,
Herculaneum,VI,17,26-27,House of the Tuscan Colonnade,Casa del Colonnato Tuscanico,House,House,302657214,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F32-02_Dec_Mass/F32-02_Dec_Mass.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+del+Colonnato+Tuscanico&idSezione=192,,
Herculaneum,VI,18,,Shop,Bottega,Shop ,,,,,Monteix,
Herculaneum,VI,19,,Taberna,Taberna,Tavern,,,,,"Monteix calls boutique, insula map calls taberna, pompeiisites.org=taberna ",
Herculaneum,VI,20,,Sacred space,Il sacello ,Sacred space,,,,http://www.pompeiisites.org/Sezione.jsp?titolo=Il+sacello+%28VI%2C20%29&idSezione=205,pompeiisites.org,
Herculaneum,VI,21,22-24,So-called College of the Augustales (Curia),Sede degli Augustali ,Public building,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Augustali/F41-08/F41-08.html,http://www.pompeiisites.org/Sezione.jsp?titolo=Sede+degli+Augustali+%28VI%2C21+E+24%29&idSezione=204,,
Herculaneum,VI,25,,Shop,,Shop,,,,,Monteix,
Herculaneum,VI,29,28,House of the Two Atria,Casa dei Due Atri,House,House,302657215,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Due_Atri/F42-02_Due_Atri/F42-02_Due_Atri.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+dei+Due+Atri&idSezione=191,,
Herculaneum,VI,30,,Shop,(leave blank),Shop,,,,,,
,,,,,,,,,,,,
Herculaneum,VII,1,,,,,,,,,,
Herculaneum,VII,2,,House of Galba,Casa di Galba,House,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/Galba/HTML5_panos/F13-04_Galba/F13-04_Galba.html,,,
Herculaneum,VII,3-6,,,,,,,,,,
,,,,,,,,,,,,
Herculaneum,InsulaOrientalisI,1,,House of the Gem ,Casa della Gemma ,House,House,,"http://donovanimages.co.nz/proxima-veritati/Herculaneum/InsulaOrientalisI/index.html

http://donovanimages.co.nz/proxima-veritati/Herculaneum/InsulaOrientalisI/HTML5_panos/F03-08/F03-08.html",,,
Herculaneum,InsulaOrientalisI,1a,,House of Granianus,Casa di Granianus,House,,,,,,
Herculaneum,InsulaOrientalisI,2,3,House of the Telephus Relief ,Casa del Rilievo di Telefo ,House,House ,,"http://donovanimages.co.nz/proxima-veritati/Herculaneum/InsulaOrientalisI/index.html

http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F44-08_Telefo/F44-08_Telefo.html

http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F45-01_Telefo/F45-01_Telefo.html",http://www.pompeiisites.org/Sezione.jsp?titolo=La+casa+del+rilievo+di+Telefo&idSezione=176,,
,,,,,,,,,,,,
Herculaneum,InsulaOrientalisII,1,,Shop,(leave blank),Shop,,,,,,
Herculaneum,InsulaOrientalisII,2-3,,,Pistrinum ,Workshop,,,,,,
Herculaneum,InsulaOrientalisII,3,,Shop ,(leave blank),Shop ,combine Ins. Or. II.2 and 3 - remove shop label,,combine Ins. Or. II.2 and 3 - remove shop label,,,
Herculaneum,InsulaOrientalisII,4,,Palaestra ,(leave blank),,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F41-02_Palestra/F41-02_Palestra.html,http://www.pompeiisites.org/Sezione.jsp?titolo=La+palestra+%28ins.+or.+II%2C4%29&idSezione=206,pompeiisites.org,
Herculaneum,InsulaOrientalisII,5,,Dye shop ,(leave blank),Workshop,,,,,,
Herculaneum,InsulaOrientalisII,6,,Wineshop of Livius Alcimus,(leave blank),Tavern,,,,,Wallace-Hadrill,
Herculaneum,InsulaOrientalisII,7,,Passageway,(leave blank),,,,,,,
Herculaneum,InsulaOrientalisII,8,,Bakery (Pistrinum),Pistrinum di Sex. Patulcius Felix ,Workshop,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/Insula_Orientalis_II/HTML5_panos/F02-03/F02-03.html,http://www.pompeiisites.org/Sezione.jsp?titolo=Pistrinum+di+Sex+Patulcius+Felix+%28Ins.+Or.+II%2C8%29&idSezione=212,pompeiisites.org,Pistrinum (Bakery) of Sex. Patulcius Felix
Herculaneum,InsulaOrientalisII,9,,---,Taberna,Tavern,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/Insula_Orientalis_II/HTML5_panos/F02-01/F02-01.html,,Scherillo,Taberna of L. A(utronius) Antigonus
Herculaneum,InsulaOrientalisII,10,,Shop of the Gem-cutter,Bottega del Gemmario,Workshop,,,,,Wallace-Hadrill,
Herculaneum,InsulaOrientalisII,11,12,Dye shop  ,(leave blank),Workshop,,,,,,
Herculaneum,InsulaOrientalisII,13,,Taberna,Taberna,Tavern,,,,,"Monteix indicates as shop, but Scherillo indicates as taberna (Taberna of Aulus Fuferius)",
Herculaneum,InsulaOrientalisII,14,,Shop,(leave blank),Shop ,,,,,Monteix,
Herculaneum,InsulaOrientalisII,15,,Workshop,(leave blank),Workshop ,,,,,Monteix,bottega d'artigiano (A. Maiuri) 
Herculaneum,InsulaOrientalisII,16,,Shop ,(leave blank),Shop ,,,,,Monteix,
Herculaneum,InsulaOrientalisII,17,,Stairs,(leave blank),,,,,,,
Herculaneum,InsulaOrientalisII,18,,Workshop,(leave blank),Workshop ,,,,,Monteix," officina tinctoria (A. Maiuri), laverie de toisons"
Herculaneum,InsulaOrientalisII,19,,Upper Aula ,(leave blank),Public ,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Catalano (in discussione of Scherillo) proposes list of owners of houses and shops,,,,,,,,,,,,
,,,,,,,,,,,,
Herculaneum,WithinWalls,,,Theater,Teatro,Public building,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Teatro/F28-04_Teatro/F28-04_Teatro.html,,,
Herculaneum,WithinWalls,,,Water Tower,Castellum Aquae,Public building,,,,,,
Herculaneum,WithinWalls,,,Sewer Access,Accesso alla Fogna/Clivus ad Cloacam,Public building,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/Sistema_fognario/HTML5_panos/F09-05_sewer/F09-05_sewer.html,,,
Herculaneum,WithinWalls,,,Decumanus Maximus,Decumano Massimo,Public building,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/Decumano_Massimo/HTML5_panos/2016/Dec-Max-no-10/Dec-Max-no-10-6k-sRGB.html,,,
,,,,,,,,,,,,
Herculaneum,OutsideWalls,,,Ramp,Rampa,Public building,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F21-04_ramp/F21-04_ramp.html,,,
Herculaneum,OutsideWalls,,,Suburban Baths,Terme Suburbane,Public building,,,"http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F20-05_calidarium/F20-05_calidarium.html

http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F20-01_vestibule/F20-01_vestibule.html

http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F20-06_pool/F20-06_pool.html",http://www.pompeiisites.org/Sezione.jsp?titolo=Le+terme+suburbane+%28terrazza+meridionale%2C+3%29&idSezione=197,,
Herculaneum,OutsideWalls,,,Sacred Area,Area Sacra,Sacred Space,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/Area_Sacra_Ara_Balbo/HTML5_panos/F02-03_Sacra/F02-03_Sacra.html,http://www.pompeiisites.org/Sezione.jsp?titolo=L%27area+sacra+%28Terrazza+meridionale%2C+1%29&idSezione=201,,